"Id","Sales"
"1",5831.6422532102
"24825",5831.6422532102
"5993",4067.21400054657
"37665",5831.6422532102
"18833",4067.21400054657
"12841",5831.6422532102
"19689",4067.21400054657
"857",5831.6422532102
"15409",0
"38521",5831.6422532102
"13697",5831.6422532102
"7705",4067.21400054657
"39377",0
"20545",4067.21400054657
"1713",5831.6422532102
"16265",4067.21400054657
"33385",0
"27393",0
"2569",5831.6422532102
"40233",4067.21400054657
"21401",0
"35953",5831.6422532102
"34241",4067.21400054657
"3425",0
"22257",4067.21400054657
"9417",0
"30817",4067.21400054657
"10273",4067.21400054657
"35097",5831.6422532102
"23113",5831.6422532102
"4281",4067.21400054657
"14553",5831.6422532102
"8561",4067.21400054657
"29961",4067.21400054657
"25681",5831.6422532102
"5137",4067.21400054657
"23969",5831.6422532102
"36809",5831.6422532102
"17977",4067.21400054657
"26537",5831.6422532102
"11985",5831.6422532102
"6849",4067.21400054657
"17121",4067.21400054657
"29105",4067.21400054657
"32529",4067.21400054657
"11129",5831.6422532102
"31673",4067.21400054657
"28249",4067.21400054657
"24830",5831.6422532102
"34246",4067.21400054657
"35102",5831.6422532102
"10278",4067.21400054657
"20550",4067.21400054657
"5142",4067.21400054657
"16270",4067.21400054657
"22262",4067.21400054657
"15414",0
"30822",4067.21400054657
"11990",5831.6422532102
"6",5831.6422532102
"11134",5831.6422532102
"8566",4067.21400054657
"862",5831.6422532102
"29966",4067.21400054657
"13702",5831.6422532102
"17126",4067.21400054657
"26542",5831.6422532102
"39382",0
"1718",5831.6422532102
"17982",4067.21400054657
"33390",0
"27398",0
"29110",4067.21400054657
"2574",5831.6422532102
"19694",4067.21400054657
"40238",4067.21400054657
"35958",5831.6422532102
"3430",0
"28254",4067.21400054657
"9422",0
"32534",4067.21400054657
"36814",5831.6422532102
"18838",4067.21400054657
"23118",5831.6422532102
"4286",4067.21400054657
"14558",5831.6422532102
"38526",5831.6422532102
"12846",5831.6422532102
"6854",4067.21400054657
"25686",5831.6422532102
"21406",0
"23974",5831.6422532102
"7710",4067.21400054657
"37670",5831.6422532102
"31678",4067.21400054657
"5998",4067.21400054657
"11204",8226.87944319017
"22332",5874.31353845013
"40308",5874.31353845013
"23188",8226.87944319017
"28324",0
"15484",0
"14628",8226.87944319017
"4356",5874.31353845013
"21476",0
"20620",5874.31353845013
"24900",8226.87944319017
"17196",5874.31353845013
"25756",8226.87944319017
"2644",8226.87944319017
"1788",8226.87944319017
"33460",0
"26612",8226.87944319017
"19764",5874.31353845013
"3500",0
"36028",8226.87944319017
"9492",0
"39452",0
"27468",0
"38596",8226.87944319017
"24044",8226.87944319017
"35172",8226.87944319017
"10348",5874.31353845013
"13772",8226.87944319017
"5212",5874.31353845013
"6924",5874.31353845013
"8636",5874.31353845013
"34316",5874.31353845013
"7780",5874.31353845013
"32604",5874.31353845013
"6068",5874.31353845013
"12916",8226.87944319017
"29180",5874.31353845013
"12060",8226.87944319017
"16340",5874.31353845013
"76",8226.87944319017
"18908",5874.31353845013
"30892",5874.31353845013
"932",8226.87944319017
"18052",5874.31353845013
"31748",5874.31353845013
"30036",5874.31353845013
"36884",8226.87944319017
"37740",8226.87944319017
"33297",5874.31353845013
"5049",5874.31353845013
"3337",8226.87944319017
"9329",5874.31353845013
"30729",5874.31353845013
"29017",0
"35009",5874.31353845013
"31585",5874.31353845013
"27305",8226.87944319017
"40145",0
"8473",5874.31353845013
"2481",8226.87944319017
"1625",8226.87944319017
"21313",5874.31353845013
"22169",0
"41001",5874.31353845013
"24737",8226.87944319017
"26449",8226.87944319017
"11897",8226.87944319017
"5905",5874.31353845013
"23025",5874.31353845013
"16177",0
"769",8226.87944319017
"7617",5874.31353845013
"28161",0
"6761",5874.31353845013
"23881",8226.87944319017
"14465",8226.87944319017
"15321",8226.87944319017
"34153",0
"18745",5874.31353845013
"17033",5874.31353845013
"13609",8226.87944319017
"36721",8226.87944319017
"4193",0
"19601",5874.31353845013
"29873",5874.31353845013
"12753",8226.87944319017
"11041",5874.31353845013
"10185",0
"20457",5874.31353845013
"37577",8226.87944319017
"38433",8226.87944319017
"32441",5874.31353845013
"17889",5874.31353845013
"39289",8226.87944319017
"25593",8226.87944319017
"35865",8226.87944319017
"35010",5874.31353845013
"34154",0
"3338",8226.87944319017
"23026",5874.31353845013
"36722",8226.87944319017
"40146",0
"21314",5874.31353845013
"11898",8226.87944319017
"28162",0
"6762",5874.31353845013
"11042",5874.31353845013
"9330",5874.31353845013
"41002",5874.31353845013
"25594",8226.87944319017
"19602",5874.31353845013
"33298",5874.31353845013
"29018",5874.31353845013
"22170",0
"1626",8226.87944319017
"23882",8226.87944319017
"2482",8226.87944319017
"15322",8226.87944319017
"14466",8226.87944319017
"5050",5874.31353845013
"24738",8226.87944319017
"8474",5874.31353845013
"27306",8226.87944319017
"4194",0
"7618",5874.31353845013
"29874",5874.31353845013
"35866",8226.87944319017
"32442",5874.31353845013
"10186",0
"17034",5874.31353845013
"30730",5874.31353845013
"5906",5874.31353845013
"18746",5874.31353845013
"38434",8226.87944319017
"31586",5874.31353845013
"17890",5874.31353845013
"20458",5874.31353845013
"37578",8226.87944319017
"12754",8226.87944319017
"39290",8226.87944319017
"13610",8226.87944319017
"770",8226.87944319017
"26450",8226.87944319017
"16178",0
"36723",5831.6422532102
"23027",4067.21400054657
"11899",5831.6422532102
"15323",5831.6422532102
"41003",4067.21400054657
"40147",0
"25595",5831.6422532102
"29019",0
"9331",4067.21400054657
"3339",5831.6422532102
"34155",0
"24739",5831.6422532102
"23883",5831.6422532102
"8475",4067.21400054657
"17035",4067.21400054657
"2483",5831.6422532102
"26451",5831.6422532102
"29875",4067.21400054657
"5907",4067.21400054657
"27307",5831.6422532102
"7619",4067.21400054657
"30731",4067.21400054657
"17891",4067.21400054657
"22171",0
"28163",0
"1627",5831.6422532102
"11043",4067.21400054657
"18747",4067.21400054657
"32443",4067.21400054657
"5051",4067.21400054657
"35011",4067.21400054657
"33299",4067.21400054657
"20459",4067.21400054657
"19603",4067.21400054657
"4195",0
"10187",0
"21315",4067.21400054657
"12755",5831.6422532102
"6763",4067.21400054657
"35867",5831.6422532102
"31587",4067.21400054657
"771",5831.6422532102
"38435",5831.6422532102
"39291",5831.6422532102
"37579",5831.6422532102
"16179",0
"14467",5831.6422532102
"13611",5831.6422532102
"23028",5874.31353845013
"30732",5874.31353845013
"17036",5874.31353845013
"29020",5874.31353845013
"34156",0
"3340",8226.87944319017
"8476",5874.31353845013
"28164",0
"1628",8226.87944319017
"9332",5874.31353845013
"22172",0
"26452",8226.87944319017
"41004",5874.31353845013
"5052",5874.31353845013
"24740",8226.87944319017
"5908",5874.31353845013
"27308",8226.87944319017
"4196",0
"35012",5874.31353845013
"29876",5874.31353845013
"7620",5874.31353845013
"6764",5874.31353845013
"10188",0
"11044",5874.31353845013
"23884",8226.87944319017
"39292",8226.87944319017
"21316",5874.31353845013
"31588",5874.31353845013
"13612",8226.87944319017
"2484",8226.87944319017
"40148",0
"35868",8226.87944319017
"32444",5874.31353845013
"20460",5874.31353845013
"14468",8226.87944319017
"15324",8226.87944319017
"772",8226.87944319017
"11900",8226.87944319017
"19604",5874.31353845013
"33300",5874.31353845013
"12756",8226.87944319017
"17892",5874.31353845013
"16180",0
"37580",8226.87944319017
"36724",8226.87944319017
"25596",8226.87944319017
"18748",5874.31353845013
"38436",8226.87944319017
"3341",8226.87944319017
"30733",5874.31353845013
"29021",5874.31353845013
"41005",5874.31353845013
"22173",0
"28165",0
"9333",5874.31353845013
"8477",5874.31353845013
"27309",8226.87944319017
"6765",5874.31353845013
"5053",5874.31353845013
"24741",8226.87944319017
"17037",5874.31353845013
"35013",5874.31353845013
"40149",0
"31589",5874.31353845013
"34157",0
"5909",5874.31353845013
"2485",8226.87944319017
"21317",5874.31353845013
"15325",8226.87944319017
"1629",8226.87944319017
"7621",5874.31353845013
"39293",8226.87944319017
"4197",0
"11045",5874.31353845013
"23885",8226.87944319017
"16181",0
"29877",5874.31353845013
"36725",8226.87944319017
"13613",8226.87944319017
"19605",5874.31353845013
"23029",5874.31353845013
"33301",5874.31353845013
"10189",0
"12757",8226.87944319017
"20461",5874.31353845013
"32445",5874.31353845013
"35869",8226.87944319017
"38437",8226.87944319017
"37581",8226.87944319017
"11901",8226.87944319017
"26453",8226.87944319017
"18749",5874.31353845013
"773",8226.87944319017
"14469",8226.87944319017
"17893",5874.31353845013
"25597",8226.87944319017
"22174",0
"5910",4067.21400054657
"41006",4067.21400054657
"3342",5831.6422532102
"28166",0
"9334",4067.21400054657
"8478",4067.21400054657
"5054",4067.21400054657
"21318",4067.21400054657
"11046",4067.21400054657
"34158",0
"40150",0
"15326",5831.6422532102
"36726",5831.6422532102
"35014",4067.21400054657
"32446",4067.21400054657
"39294",5831.6422532102
"27310",5831.6422532102
"1630",5831.6422532102
"7622",4067.21400054657
"2486",5831.6422532102
"29878",4067.21400054657
"35870",5831.6422532102
"6766",4067.21400054657
"23030",4067.21400054657
"11902",5831.6422532102
"24742",5831.6422532102
"31590",4067.21400054657
"774",5831.6422532102
"13614",5831.6422532102
"4198",0
"10190",0
"23886",5831.6422532102
"12758",5831.6422532102
"37582",5831.6422532102
"14470",5831.6422532102
"29022",4067.21400054657
"38438",5831.6422532102
"17038",4067.21400054657
"26454",5831.6422532102
"18750",4067.21400054657
"25598",5831.6422532102
"17894",4067.21400054657
"20462",4067.21400054657
"19606",4067.21400054657
"30734",4067.21400054657
"33302",4067.21400054657
"16182",0
"9335",4067.21400054657
"22175",0
"23031",4067.21400054657
